Vardas                   Pavarde                  ND 1      ND 2      ND 3      ND 4      ND 5      ND 6      ND 7      ND 8      ND 9      ND 10     Egz.      
Vardas80967              Pavarde80967             4         9         10        4         4         1         8         8         5         1         9         
Vardas80968              Pavarde80968             4         3         5         9         5         7         10        6         1         7         2         
Vardas80969              Pavarde80969             4         10        6         10        3         1         3         2         9         5         5         
Vardas80970              Pavarde80970             3         6         5         1         9         1         1         9         1         5         7         
Vardas80971              Pavarde80971             9         6         5         6         6         1         10        5         9         10        6         
Vardas80972              Pavarde80972             6         10        5         4         10        8         1         6         10        4         1         
Vardas80973              Pavarde80973             6         10        7         8         9         5         7         2         5         6         9         
Vardas80974              Pavarde80974             10        4         1         6         10        1         7         8         4         5         6         
Vardas80975              Pavarde80975             1         6         8         1         8         1         2         8         5         2         8         
Vardas80976              Pavarde80976             6         2         2         1         2         9         4         4         3         10        7         
Vardas80977              Pavarde80977             2         6         1         6         1         2         7         3         9         4         2         
Vardas80978              Pavarde80978             6         10        6         7         7         5         7         6         3         10        1         
Vardas80979              Pavarde80979             8         4         9         4         5         8         9         10        4         10        5         
Vardas80980              Pavarde80980             9         3         9         4         8         8         6         8         4         6         6         
Vardas80981              Pavarde80981             3         3         3         8         9         1         10        4         5         6         8         
Vardas80982              Pavarde80982             6         1         8         2         4         1         5         1         9         3         6         
Vardas80983              Pavarde80983             7         9         7         4         1         8         10        5         4         7         10        
Vardas80984              Pavarde80984             8         8         7         4         3         1         6         10        7         2         10        
Vardas80985              Pavarde80985             10        10        4         7         4         2         2         5         6         2         10        
Vardas80986              Pavarde80986             1         10        6         10        7         1         6         9         10        1         5         
Vardas80987              Pavarde80987             1         1         5         1         10        7         4         4         3         7         3         
Vardas80988              Pavarde80988             5         6         5         2         10        7         7         2         1         6         6         
Vardas80989              Pavarde80989             1         6         4         8         8         9         3         4         7         1         5         
Vardas80990              Pavarde80990             3         4         10        9         8         5         3         4         6         8         9         
Vardas80991              Pavarde80991             2         6         10        7         7         2         10        3         1         6         8         
Vardas80992              Pavarde80992             6         1         4         2         5         2         6         9         10        10        4         
Vardas80993              Pavarde80993             5         1         4         5         9         6         10        7         8         1         2         
Vardas80994              Pavarde80994             6         5         4         6         9         9         6         9         7         10        2         
Vardas80995              Pavarde80995             9         8         4         6         6         6         3         7         2         6         7         
Vardas80996              Pavarde80996             4         6         7         1         7         9         4         6         9         7         3         
Vardas80997              Pavarde80997             3         6         6         3         2         4         7         4         5         6         5         
Vardas80998              Pavarde80998             3         2         10        10        5         8         9         6         2         1         9         
Vardas80999              Pavarde80999             1         9         4         8         9         10        8         7         9         6         5         
Vardas81000              Pavarde81000             7         8         9         7         9         3         7         8         9         10        10        
Vardas81001              Pavarde81001             4         5         8         4         8         10        2         1         7         2         1         
Vardas81002              Pavarde81002             6         7         4         4         3         5         4         9         4         8         1         
Vardas81003              Pavarde81003             6         2         2         5         5         3         8         7         10        10        9         
Vardas81004              Pavarde81004             7         6         4         6         4         8         10        4         9         3         1         
Vardas81005              Pavarde81005             6         3         5         6         2         7         9         2         6         4         1         
Vardas81006              Pavarde81006             6         2         6         4         8         8         1         9         2         4         6         
Vardas81007              Pavarde81007             4         8         7         7         1         8         7         3         9         10        1         
Vardas81008              Pavarde81008             3         9         6         9         2         1         8         6         8         9         4         
Vardas81009              Pavarde81009             10        2         3         6         4         2         10        5         6         7         4         
Vardas81010              Pavarde81010             1         5         3         1         3         10        5         5         2         10        4         
Vardas81011              Pavarde81011             1         2         9         4         8         1         7         4         10        5         5         
Vardas81012              Pavarde81012             1         8         5         10        6         1         7         1         8         5         2         
Vardas81013              Pavarde81013             10        7         4         10        7         5         8         9         7         8         5         
Vardas81014              Pavarde81014             1         3         5         6         10        1         10        1         2         5         6         
Vardas81015              Pavarde81015             9         3         4         5         6         1         7         8         8         3         1         
Vardas81016              Pavarde81016             3         1         5         3         4         2         3         2         7         4         10        
Vardas81017              Pavarde81017             3         3         3         4         10        3         6         2         4         7         9         
Vardas81018              Pavarde81018             5         4         7         9         8         6         2         2         3         1         7         
Vardas81019              Pavarde81019             2         1         1         4         2         3         8         7         10        2         5         
Vardas81020              Pavarde81020             10        7         8         5         7         9         6         2         8         4         4         
Vardas81021              Pavarde81021             6         8         9         9         4         8         1         1         9         9         6         
Vardas81022              Pavarde81022             4         2         9         8         6         4         5         3         3         2         2         
Vardas81023              Pavarde81023             9         10        6         9         5         3         3         3         6         8         5         
Vardas81024              Pavarde81024             1         9         1         7         4         7         6         2         7         3         1         
Vardas81025              Pavarde81025             1         9         2         1         1         6         2         6         3         5         4         
Vardas81026              Pavarde81026             1         5         7         10        7         3         2         1         8         10        4         
Vardas81027              Pavarde81027             7         3         7         5         7         3         2         5         1         1         6         
Vardas81028              Pavarde81028             8         7         5         7         4         5         4         7         1         6         9         
Vardas81029              Pavarde81029             6         2         8         7         5         10        2         2         2         3         9         
Vardas81030              Pavarde81030             8         10        8         1         9         3         5         5         7         9         7         
Vardas81031              Pavarde81031             3         2         1         6         8         6         8         4         3         3         2         
Vardas81032              Pavarde81032             2         4         3         6         10        5         8         5         8         5         10        
Vardas81033              Pavarde81033             6         3         3         7         6         1         5         2         5         4         3         
Vardas81034              Pavarde81034             6         10        6         7         5         10        10        6         9         9         2         
Vardas81035              Pavarde81035             7         5         7         2         4         4         5         9         8         8         6         
Vardas81036              Pavarde81036             1         2         4         8         9         10        6         9         4         5         7         
Vardas81037              Pavarde81037             6         8         9         10        5         2         3         4         8         8         3         
Vardas81038              Pavarde81038             2         10        9         5         2         7         10        10        9         5         2         
Vardas81039              Pavarde81039             10        10        6         10        4         6         9         2         3         8         1         
Vardas81040              Pavarde81040             8         5         10        10        2         10        1         10        5         6         7         
Vardas81041              Pavarde81041             2         7         6         1         10        3         7         2         4         4         8         
Vardas81042              Pavarde81042             10        10        10        7         6         2         2         8         9         6         2         
Vardas81043              Pavarde81043             1         3         3         8         2         10        7         9         6         4         1         
Vardas81044              Pavarde81044             2         2         1         1         4         8         4         1         7         2         4         
Vardas81045              Pavarde81045             4         1         2         3         9         10        10        6         6         1         7         
Vardas81046              Pavarde81046             6         8         2         3         5         4         2         9         9         2         10        
Vardas81047              Pavarde81047             8         10        5         1         10        2         10        3         4         2         10        
Vardas81048              Pavarde81048             5         1         3         10        6         7         3         7         3         3         1         
Vardas81049              Pavarde81049             10        4         7         7         6         2         3         5         4         3         9         
Vardas81050              Pavarde81050             6         10        5         5         3         6         6         1         3         8         8         
Vardas81051              Pavarde81051             8         10        6         10        8         5         10        1         2         8         3         
Vardas81052              Pavarde81052             3         1         2         7         5         6         8         7         9         9         2         
Vardas81053              Pavarde81053             2         10        9         8         2         2         7         8         8         10        7         
Vardas81054              Pavarde81054             6         8         3         3         4         8         10        1         8         4         8         
Vardas81055              Pavarde81055             2         5         4         9         9         7         10        5         10        9         6         
Vardas81056              Pavarde81056             3         5         4         7         8         4         1         2         7         9         4         
Vardas81057              Pavarde81057             4         8         4         5         8         2         6         6         10        5         2         
Vardas81058              Pavarde81058             9         8         6         5         6         7         1         1         4         5         5         
Vardas81059              Pavarde81059             1         1         5         8         3         1         10        10        9         4         5         
Vardas81060              Pavarde81060             3         6         6         6         7         7         3         3         5         1         9         
Vardas81061              Pavarde81061             7         9         7         5         3         2         10        6         7         10        7         
Vardas81062              Pavarde81062             2         4         7         4         10        8         5         3         6         2         1         
Vardas81063              Pavarde81063             6         10        6         1         6         10        6         6         5         8         8         
Vardas81064              Pavarde81064             8         3         6         7         9         5         3         1         8         5         8         
Vardas81065              Pavarde81065             8         2         7         9         5         8         1         9         7         10        2         
Vardas81066              Pavarde81066             4         9         2         4         9         6         2         8         7         8         3         
Vardas81067              Pavarde81067             2         3         7         8         5         9         2         6         6         6         5         
Vardas81068              Pavarde81068             9         5         4         4         9         10        5         10        2         6         9         
Vardas81069              Pavarde81069             6         7         9         6         4         5         1         7         7         6         6         
Vardas81070              Pavarde81070             9         4         3         2         5         6         10        9         9         5         2         
Vardas81071              Pavarde81071             7         4         6         6         8         7         2         5         10        10        4         
Vardas81072              Pavarde81072             1         7         1         8         3         1         5         7         9         3         5         
Vardas81073              Pavarde81073             7         1         9         9         1         5         8         2         6         5         9         
Vardas81074              Pavarde81074             8         1         1         5         2         6         5         4         4         7         8         
Vardas81075              Pavarde81075             5         3         10        10        2         7         7         8         4         2         2         
Vardas81076              Pavarde81076             7         10        10        8         3         5         2         6         10        9         9         
Vardas81077              Pavarde81077             7         10        2         7         9         5         2         8         10        5         7         
Vardas81078              Pavarde81078             7         1         6         6         2         2         7         3         2         8         7         
Vardas81079              Pavarde81079             5         9         2         9         10        7         3         2         3         4         7         
Vardas81080              Pavarde81080             3         1         5         7         1         8         8         2         4         6         6         
Vardas81081              Pavarde81081             10        10        3         5         6         8         6         4         10        8         3         
Vardas81082              Pavarde81082             5         2         5         4         10        6         1         1         3         8         10        
Vardas81083              Pavarde81083             10        2         2         8         1         3         3         5         5         1         1         
Vardas81084              Pavarde81084             6         4         7         4         8         9         3         8         8         4         3         
Vardas81085              Pavarde81085             5         1         5         8         10        3         7         5         4         6         4         
Vardas81086              Pavarde81086             9         2         7         8         2         7         6         5         10        9         1         
Vardas81087              Pavarde81087             10        5         1         7         9         8         2         5         2         1         7         
Vardas81088              Pavarde81088             7         3         10        2         10        5         8         2         3         3         7         
Vardas81089              Pavarde81089             1         10        10        10        3         10        10        7         7         8         1         
Vardas81090              Pavarde81090             2         8         1         3         6         7         1         4         8         10        4         
Vardas81091              Pavarde81091             3         1         6         8         10        3         9         1         1         9         1         
Vardas81092              Pavarde81092             5         1         6         8         3         4         7         3         6         7         3         
Vardas81093              Pavarde81093             7         2         1         3         8         10        3         2         5         10        4         
Vardas81094              Pavarde81094             2         10        3         3         4         9         2         7         1         4         10        
Vardas81095              Pavarde81095             7         1         4         6         3         6         6         6         4         8         4         
Vardas81096              Pavarde81096             6         5         10        4         6         1         8         1         2         6         2         
Vardas81097              Pavarde81097             7         5         1         8         5         10        10        7         6         7         1         
Vardas81098              Pavarde81098             2         10        1         6         7         9         6         1         2         9         9         
Vardas81099              Pavarde81099             9         3         8         3         2         6         6         5         1         2         10        
Vardas81100              Pavarde81100             2         6         2         4         9         6         1         7         5         8         4         
Vardas81101              Pavarde81101             9         3         2         9         8         1         2         9         10        3         6         
Vardas81102              Pavarde81102             6         6         1         6         9         3         7         2         1         6         6         
Vardas81103              Pavarde81103             5         6         8         9         5         1         6         9         5         4         7         
Vardas81104              Pavarde81104             4         4         9         10        6         7         6         5         7         2         6         
Vardas81105              Pavarde81105             4         9         9         2         5         2         7         7         3         2         4         
Vardas81106              Pavarde81106             5         8         9         4         4         8         3         4         8         3         4         
Vardas81107              Pavarde81107             6         4         8         3         1         7         5         2         7         7         5         
Vardas81108              Pavarde81108             5         8         9         2         2         10        3         10        4         7         3         
Vardas81109              Pavarde81109             3         7         5         6         10        6         1         3         6         5         7         
Vardas81110              Pavarde81110             1         4         1         7         4         7         2         8         7         8         4         
Vardas81111              Pavarde81111             2         1         1         1         7         8         4         7         9         9         5         
Vardas81112              Pavarde81112             7         6         8         2         10        6         10        4         7         9         5         
Vardas81113              Pavarde81113             6         2         9         5         8         2         6         8         5         9         1         
Vardas81114              Pavarde81114             6         7         9         1         5         9         2         10        5         2         10        
Vardas81115              Pavarde81115             7         4         8         3         1         6         10        1         10        10        5         
Vardas81116              Pavarde81116             2         9         5         6         2         1         3         1         4         3         3         
Vardas81117              Pavarde81117             6         2         1         1         2         6         4         10        3         3         5         
Vardas81118              Pavarde81118             10        1         9         6         2         9         7         7         9         10        3         
Vardas81119              Pavarde81119             4         4         5         4         5         2         9         7         8         4         7         
Vardas81120              Pavarde81120             5         5         3         1         10        9         3         9         1         5         5         
Vardas81121              Pavarde81121             2         5         5         2         7         5         4         5         10        3         6         
Vardas81122              Pavarde81122             8         2         4         5         10        3         9         3         2         1         6         
Vardas81123              Pavarde81123             7         10        8         8         10        7         9         3         5         8         10        
Vardas81124              Pavarde81124             1         6         3         7         4         1         9         10        1         3         7         
Vardas81125              Pavarde81125             6         9         5         3         2         5         1         2         4         7         5         
Vardas81126              Pavarde81126             8         6         3         8         9         4         9         7         1         10        8         
Vardas81127              Pavarde81127             9         7         9         10        4         4         2         7         7         6         6         
Vardas81128              Pavarde81128             5         3         4         5         9         2         5         8         4         6         8         
Vardas81129              Pavarde81129             9         1         7         3         10        1         3         10        6         8         8         
Vardas81130              Pavarde81130             1         4         2         10        5         8         10        5         4         10        5         
Vardas81131              Pavarde81131             7         8         6         6         6         10        2         5         8         1         5         
Vardas81132              Pavarde81132             9         7         10        7         8         2         6         2         6         7         5         
Vardas81133              Pavarde81133             7         3         8         5         9         7         2         4         10        6         8         
Vardas81134              Pavarde81134             2         9         8         3         9         9         8         1         4         8         7         
Vardas81135              Pavarde81135             8         4         4         10        8         3         7         6         8         4         10        
Vardas81136              Pavarde81136             1         6         10        10        10        6         1         2         2         7         5         
Vardas81137              Pavarde81137             7         1         4         9         4         3         10        4         7         4         5         
Vardas81138              Pavarde81138             6         4         6         3         8         8         6         4         7         8         3         
Vardas81139              Pavarde81139             2         5         5         7         1         7         4         6         2         10        7         
Vardas81140              Pavarde81140             7         3         10        7         5         6         6         7         4         9         8         
Vardas81141              Pavarde81141             5         1         10        4         1         4         10        3         9         5         6         
Vardas81142              Pavarde81142             8         7         4         7         6         4         9         1         1         6         10        
Vardas81143              Pavarde81143             10        9         5         4         9         9         10        8         3         3         10        
Vardas81144              Pavarde81144             8         1         8         9         10        2         3         4         10        5         5         
Vardas81145              Pavarde81145             7         1         5         7         10        2         8         5         10        5         6         
Vardas81146              Pavarde81146             10        9         9         5         4         8         2         10        8         4         2         
Vardas81147              Pavarde81147             7         1         2         7         4         7         4         2         10        7         3         
Vardas81148              Pavarde81148             9         9         6         4         8         6         10        10        2         7         10        
Vardas81149              Pavarde81149             9         3         7         8         5         3         7         5         9         3         5         
Vardas81150              Pavarde81150             4         3         7         9         8         7         4         3         1         7         10        
Vardas81151              Pavarde81151             3         4         8         5         10        2         7         6         10        2         2         
Vardas81152              Pavarde81152             6         3         9         2         9         7         3         7         4         10        2         
Vardas81153              Pavarde81153             5         5         5         4         10        5         10        4         10        8         6         
Vardas81154              Pavarde81154             8         10        6         2         6         9         1         4         2         10        10        
Vardas81155              Pavarde81155             5         4         7         1         7         2         5         1         2         1         2         
Vardas81156              Pavarde81156             9         6         1         4         4         5         3         7         10        5         9         
Vardas81157              Pavarde81157             8         5         10        7         3         8         10        9         2         3         1         
Vardas81158              Pavarde81158             8         4         9         2         5         1         1         5         4         9         6         
Vardas81159              Pavarde81159             2         2         5         8         5         2         1         2         2         8         8         
Vardas81160              Pavarde81160             8         4         10        9         3         2         7         2         9         4         6         
Vardas81161              Pavarde81161             2         7         10        2         5         2         9         6         5         4         2         
Vardas81162              Pavarde81162             4         10        9         6         5         7         1         1         6         3         9         
Vardas81163              Pavarde81163             1         6         4         8         10        3         3         3         5         3         8         
Vardas81164              Pavarde81164             7         7         4         3         7         4         4         7         7         9         4         
Vardas81165              Pavarde81165             6         10        4         8         3         2         5         4         2         8         7         
Vardas81166              Pavarde81166             9         3         4         6         3         10        3         4         8         2         7         
Vardas81167              Pavarde81167             8         4         10        3         10        7         3         6         7         9         9         
Vardas81168              Pavarde81168             9         6         10        5         1         2         2         1         3         6         8         
Vardas81169              Pavarde81169             6         2         8         8         7         3         5         10        6         4         3         
Vardas81170              Pavarde81170             5         9         8         9         10        3         3         6         7         2         4         
Vardas81171              Pavarde81171             10        6         2         5         4         5         2         10        3         6         7         
Vardas81172              Pavarde81172             2         6         1         5         5         10        3         3         10        8         4         
Vardas81173              Pavarde81173             8         9         6         6         2         9         10        6         5         1         7         
Vardas81174              Pavarde81174             3         7         8         9         2         5         5         10        8         7         7         
Vardas81175              Pavarde81175             10        7         7         9         10        10        1         10        10        3         7         
Vardas81176              Pavarde81176             10        10        10        9         6         8         10        9         4         5         4         
Vardas81177              Pavarde81177             9         9         6         8         5         1         4         3         10        5         1         
Vardas81178              Pavarde81178             3         6         7         7         10        10        10        9         5         2         5         
Vardas81179              Pavarde81179             9         5         8         7         10        10        7         5         4         5         6         
Vardas81180              Pavarde81180             10        8         8         8         6         1         10        2         8         10        10        
Vardas81181              Pavarde81181             10        5         7         4         4         5         2         4         5         7         5         
Vardas81182              Pavarde81182             1         6         2         4         9         7         6         7         6         8         7         
Vardas81183              Pavarde81183             9         7         2         1         9         6         1         6         7         9         1         
Vardas81184              Pavarde81184             5         1         3         6         7         9         10        8         10        9         9         
Vardas81185              Pavarde81185             6         1         7         8         8         1         8         10        1         8         3         
Vardas81186              Pavarde81186             8         6         7         5         2         8         1         4         6         2         7         
Vardas81187              Pavarde81187             4         10        7         6         10        2         1         4         9         2         8         
Vardas81188              Pavarde81188             8         8         8         10        6         10        9         1         5         10        3         
Vardas81189              Pavarde81189             7         2         9         7         8         9         2         6         10        8         10        
Vardas81190              Pavarde81190             4         5         8         10        5         8         7         1         3         9         9         
Vardas81191              Pavarde81191             9         9         4         10        1         10        4         4         5         3         1         
Vardas81192              Pavarde81192             10        4         3         9         4         7         10        1         10        3         4         
Vardas81193              Pavarde81193             8         6         3         8         7         9         2         7         8         1         10        
Vardas81194              Pavarde81194             3         3         5         9         6         5         3         6         8         7         4         
Vardas81195              Pavarde81195             4         1         9         6         7         9         2         2         6         1         2         
Vardas81196              Pavarde81196             10        7         8         10        3         4         5         5         2         6         5         
Vardas81197              Pavarde81197             9         9         5         2         3         5         1         2         7         9         3         
Vardas81198              Pavarde81198             4         4         4         7         2         2         1         7         3         6         1         
Vardas81199              Pavarde81199             3         5         7         3         3         6         5         1         5         7         5         
Vardas81200              Pavarde81200             6         1         5         9         10        5         6         8         5         4         1         
Vardas81201              Pavarde81201             7         6         9         6         3         9         2         3         2         8         3         
Vardas81202              Pavarde81202             7         6         4         10        6         6         2         1         4         10        4         
Vardas81203              Pavarde81203             10        2         5         10        2         5         3         5         3         5         8         
Vardas81204              Pavarde81204             5         9         8         4         4         3         10        6         5         5         9         
Vardas81205              Pavarde81205             2         2         3         6         7         4         10        3         10        7         4         
Vardas81206              Pavarde81206             10        8         9         5         1         10        5         2         1         5         6         
Vardas81207              Pavarde81207             6         8         8         3         5         7         7         2         2         5         2         
Vardas81208              Pavarde81208             8         1         3         9         5         9         5         2         1         5         1         
Vardas81209              Pavarde81209             10        5         7         10        8         3         8         10        7         5         8         
Vardas81210              Pavarde81210             7         9         8         9         7         4         3         5         4         5         10        
Vardas81211              Pavarde81211             6         6         10        9         3         5         5         3         10        10        2         
Vardas81212              Pavarde81212             8         5         9         2         5         5         6         4         6         6         4         
Vardas81213              Pavarde81213             10        4         9         5         3         6         6         5         1         10        8         
Vardas81214              Pavarde81214             10        7         7         2         2         9         5         7         8         9         4         
Vardas81215              Pavarde81215             9         2         7         3         9         8         5         2         8         8         8         
Vardas81216              Pavarde81216             1         3         2         1         10        7         1         8         9         8         2         
Vardas81217              Pavarde81217             10        3         10        9         5         5         10        6         1         1         9         
Vardas81218              Pavarde81218             8         1         5         5         6         3         7         6         6         1         10        
Vardas81219              Pavarde81219             7         10        4         8         2         7         9         5         6         3         6         
Vardas81220              Pavarde81220             10        9         6         5         7         9         7         5         8         5         3         
Vardas81221              Pavarde81221             6         8         10        2         2         8         9         5         3         7         6         
Vardas81222              Pavarde81222             8         9         8         3         1         1         1         4         3         10        2         
Vardas81223              Pavarde81223             10        6         8         5         1         8         7         7         7         7         9         
Vardas81224              Pavarde81224             4         2         1         3         5         9         2         9         8         4         5         
Vardas81225              Pavarde81225             5         7         2         2         10        9         1         7         1         4         9         
Vardas81226              Pavarde81226             6         1         5         3         10        6         1         9         10        1         8         
Vardas81227              Pavarde81227             5         10        3         3         4         10        6         5         3         8         6         
Vardas81228              Pavarde81228             3         5         5         9         4         2         3         3         6         8         5         
Vardas81229              Pavarde81229             4         3         5         9         5         7         7         10        8         1         9         
Vardas81230              Pavarde81230             8         9         10        7         4         5         7         6         8         9         6         
Vardas81231              Pavarde81231             10        7         1         10        9         6         8         10        9         4         6         
Vardas81232              Pavarde81232             9         3         2         2         7         5         6         9         1         8         8         
Vardas81233              Pavarde81233             3         2         8         8         10        6         8         8         1         10        9         
Vardas81234              Pavarde81234             2         2         9         4         2         8         2         10        6         9         4         
Vardas81235              Pavarde81235             9         5         10        1         5         5         1         8         10        8         1         
Vardas81236              Pavarde81236             9         3         3         5         3         1         5         2         7         2         8         
Vardas81237              Pavarde81237             3         3         1         6         9         4         4         6         8         8         10        
Vardas81238              Pavarde81238             3         6         10        10        6         2         4         7         5         8         4         
Vardas81239              Pavarde81239             9         10        2         9         1         2         9         3         4         5         5         
Vardas81240              Pavarde81240             8         10        7         9         7         6         3         4         4         7         10        
Vardas81241              Pavarde81241             10        1         1         3         5         3         4         8         7         5         1         
Vardas81242              Pavarde81242             8         1         6         1         6         7         3         8         7         4         5         
Vardas81243              Pavarde81243             8         3         3         5         9         6         1         1         8         2         7         
Vardas81244              Pavarde81244             10        9         9         1         2         8         1         7         1         1         10        
Vardas81245              Pavarde81245             8         6         1         5         6         7         4         3         7         8         6         
Vardas81246              Pavarde81246             9         10        1         1         3         2         1         5         5         1         8         
